airfoil,alpha,CL,CD
NACA24012,5.5,0.8121,0.01565
NACA24012,5.6,0.8216,0.01577
NACA24012,5.7,0.8313,0.0159
NACA24012,5.8,0.8412,0.01607
NACA24012,5.9,0.8506,0.01622
NACA24012,6.0,0.8599,0.01633
NACA24012,6.1,0.8694,0.01646
NACA24012,6.2,0.8791,0.0166
NACA24012,6.3,0.8891,0.01677
NACA24012,6.4,0.8984,0.01692
NACA24012,6.5,0.9076,0.01704
NACA24012,6.6,0.9171,0.01717
NACA24012,6.7,0.9269,0.01732
NACA24012,6.8,0.937,0.01751
NACA24012,6.9,0.946,0.01764
NACA24012,7.0,0.9552,0.01777
NACA24012,7.1,0.9648,0.0179
NACA24012,7.2,0.9747,0.01805
NACA24012,7.3,0.9847,0.01825
NACA24012,7.4,0.9934,0.01837
NACA24012,7.5,1.0028,0.0185
NACA24012,7.6,1.0125,0.01863
NACA24012,7.7,1.0226,0.0188
NACA24012,7.8,1.0316,0.01896
NACA24012,7.9,1.0405,0.01909
NACA24012,8.0,1.05,0.01921
NACA24012,8.1,1.0598,0.01935
NACA24012,8.2,1.0691,0.01952
NACA24012,8.3,1.0777,0.01965
NACA24012,8.4,1.0869,0.01977
NACA24012,8.5,1.0966,0.01989
NACA24012,8.6,1.1056,0.02006
NACA24012,8.7,1.114,0.02018
NACA24012,8.8,1.1231,0.02029
NACA24012,8.9,1.1327,0.02043
NACA24012,9.0,1.1408,0.02058
NACA24012,9.1,1.1493,0.0207
NACA24012,9.2,1.1583,0.02081
NACA24012,9.3,1.167,0.02098
NACA24012,9.4,1.1749,0.02111
NACA24012,9.5,1.1834,0.02123
NACA24012,9.6,1.1921,0.0214
NACA24012,9.7,1.1996,0.02155
NACA24012,9.8,1.2077,0.02168
NACA24012,9.9,1.2159,0.02185
NACA24012,10.0,1.2232,0.02202
NACA24012,10.1,1.2309,0.02217
NACA24012,10.2,1.2383,0.02236
NACA24012,10.3,1.2455,0.02254
NACA24012,10.4,1.2525,0.02272
NACA24012,10.5,1.2593,0.02295
NACA24012,10.6,1.2659,0.02315
NACA24012,10.7,1.272,0.0234
NACA24012,10.8,1.2784,0.02363
NACA24012,10.9,1.2837,0.02391
NACA24012,11.0,1.2896,0.02418
NACA24012,11.1,1.2942,0.02449
NACA24012,11.2,1.2993,0.02482
NACA24012,11.3,1.3026,0.02516
NACA24012,11.4,1.306,0.02553
NACA24012,11.5,1.3081,0.02594
NACA24012,11.6,1.3106,0.02638
NACA24012,11.7,1.3122,0.02687
NACA24012,11.8,1.3138,0.0274
NACA24012,11.9,1.3149,0.02797
NACA24012,12.0,1.3156,0.02861
NACA24012,12.1,1.3164,0.02927
NACA24012,12.2,1.3155,0.03005
NACA24012,12.3,1.3164,0.03078
NACA24012,12.4,1.3152,0.03165
NACA24012,12.6,1.3142,0.03346
NACA24012,12.7,1.312,0.03452
NACA24012,12.8,1.311,0.03557
NACA24012,12.9,1.3099,0.03666
NACA24012,13.0,1.3077,0.03787
NACA24012,13.1,1.3047,0.03919
NACA24012,13.2,1.3036,0.04042
NACA24012,13.3,1.3017,0.04174
NACA24012,13.4,1.2991,0.04315
NACA24012,13.5,1.2957,0.04465
NACA24012,13.6,1.2936,0.04611
NACA24012,13.7,1.2914,0.0476
NACA24012,13.8,1.2888,0.04914
NACA24012,13.9,1.2859,0.05072
NACA24012,14.0,1.2827,0.0523
NACA24012,14.1,1.2797,0.05389
NACA24012,14.2,1.2769,0.05556
NACA24012,14.3,1.274,0.05723
NACA24012,14.4,1.2711,0.05888
NACA24012,14.5,1.2684,0.06049
NACA24012,14.6,1.2658,0.06205
NACA24012,14.7,1.2639,0.06341
NACA24012,14.8,1.2607,0.06514
NACA24012,14.9,1.2574,0.06693
NACA24012,15.0,1.2544,0.06867
NACA24014,0.0,0.1564,0.01178
NACA24014,0.1,0.1708,0.01195
NACA24014,0.2,0.1909,0.01214
NACA24014,0.3,0.2061,0.01226
NACA24014,0.4,0.2232,0.01236
NACA24014,0.5,0.2415,0.01246
NACA24014,0.6,0.258,0.01256
NACA24014,0.7,0.2723,0.01266
NACA24014,0.8,0.2907,0.01275
NACA24014,0.9,0.3077,0.01284
NACA24014,1.0,0.3217,0.01294
NACA24014,1.1,0.3402,0.01301
NACA24014,1.2,0.3572,0.01311
NACA24014,1.3,0.3719,0.01319
NACA24014,1.4,0.3902,0.01327
NACA24014,1.5,0.4075,0.01334
NACA24014,1.6,0.4229,0.01343
NACA24014,1.7,0.4412,0.01348
NACA24014,1.8,0.4582,0.01358
NACA24014,1.9,0.475,0.01363
NACA24014,2.0,0.4927,0.0137
NACA24014,2.1,0.5099,0.01375
NACA24014,2.2,0.5276,0.0138
NACA24014,2.3,0.545,0.01388
NACA24014,2.4,0.5629,0.01391
NACA24014,2.5,0.5785,0.01396
NACA24014,2.6,0.5875,0.01404
NACA24014,2.7,0.5965,0.01406
NACA24014,2.8,0.6055,0.0141
NACA24014,2.9,0.6146,0.01416
NACA24014,3.0,0.6237,0.01426
NACA24014,3.1,0.6327,0.01429
NACA24014,3.2,0.6418,0.01434
NACA24014,3.3,0.6509,0.0144
NACA24014,3.4,0.66,0.0145
NACA24014,3.5,0.669,0.01456
NACA24014,3.6,0.678,0.01462
NACA24014,3.7,0.6869,0.0147
NACA24014,3.8,0.6958,0.01479
NACA24014,3.9,0.7049,0.01491
NACA24014,4.0,0.7137,0.01497
NACA24014,4.1,0.7225,0.01504
NACA24014,4.2,0.7314,0.01513
NACA24014,4.3,0.7403,0.01524
NACA24014,4.4,0.7495,0.01538
NACA24014,4.5,0.7581,0.01545
NACA24014,4.6,0.7668,0.01554
NACA24014,4.7,0.7756,0.01563
NACA24014,4.8,0.7846,0.01575
NACA24014,4.9,0.7938,0.01589
NACA24014,5.0,0.8024,0.01599
NACA24014,5.1,0.8109,0.01609
NACA24014,5.2,0.8197,0.01619
NACA24014,5.3,0.8286,0.01631
NACA24014,5.4,0.8378,0.01645
NACA24014,5.5,0.8468,0.0166
NACA24014,5.6,0.8551,0.0167
NACA24014,5.7,0.8637,0.01681
NACA24014,5.8,0.8725,0.01693
NACA24014,5.9,0.8816,0.01706
NACA24014,6.0,0.891,0.01723
NACA24014,6.1,0.8994,0.01736
NACA24014,6.2,0.9077,0.01748
NACA24014,6.3,0.9163,0.0176
NACA24014,6.4,0.9252,0.01773
NACA24014,6.5,0.9345,0.01788
NACA24014,6.6,0.9442,0.01807
NACA24014,6.7,0.952,0.01819
NACA24014,6.8,0.9602,0.01832
NACA24014,6.9,0.9689,0.01846
NACA24014,7.0,0.978,0.01859
NACA24014,7.1,0.9874,0.01875
NACA24014,7.2,0.997,0.01895
NACA24014,7.3,1.0044,0.01908
NACA24014,7.4,1.0126,0.01922
NACA24014,7.5,1.0214,0.01936
NACA24014,7.6,1.0306,0.0195
NACA24014,7.7,1.0403,0.01966
NACA24014,7.8,1.049,0.01985
NACA24014,7.9,1.0563,0.02
NACA24014,8.0,1.0645,0.02015
NACA24014,8.1,1.0733,0.02029
NACA24014,8.2,1.0827,0.02043
NACA24014,8.3,1.0928,0.02062
NACA24014,8.4,1.0999,0.02079
NACA24014,8.5,1.1074,0.02095
NACA24014,8.6,1.1158,0.0211
NACA24014,8.7,1.1249,0.02123
NACA24014,8.8,1.1347,0.02139
NACA24014,8.9,1.1432,0.02159
NACA24014,9.0,1.15,0.02176
NACA24014,9.1,1.1579,0.02192
NACA24014,9.2,1.1667,0.02205
NACA24014,9.3,1.1762,0.02219
NACA24014,9.4,1.1853,0.0224
NACA24014,9.5,1.1914,0.02258
NACA24014,9.6,1.1989,0.02274
NACA24014,9.7,1.2074,0.02288
NACA24014,9.8,1.2167,0.02301
NACA24014,9.9,1.2251,0.02322
NACA24014,10.0,1.2308,0.02342
NACA24014,10.1,1.238,0.02358
NACA24014,10.2,1.2462,0.02371
NACA24014,10.3,1.2554,0.02386
NACA24014,10.4,1.2617,0.02409
NACA24014,10.5,1.2674,0.02429
NACA24014,10.6,1.2744,0.02445
NACA24014,10.7,1.2824,0.02459
NACA24014,10.8,1.2907,0.02478
NACA24014,10.9,1.2947,0.02503
NACA24014,11.0,1.3004,0.02523
NACA24014,11.1,1.3071,0.02539
NACA24014,11.2,1.3148,0.02556
NACA24014,11.3,1.3188,0.02584
NACA24014,11.4,1.3231,0.02608
NACA24014,11.5,1.3283,0.02628
NACA24014,11.6,1.3342,0.02647
NACA24014,11.7,1.3379,0.02674
NACA24014,11.8,1.3396,0.02704
NACA24014,11.9,1.3427,0.0273
NACA24014,12.0,1.3466,0.02753
NACA24014,12.1,1.3511,0.02783
NACA24014,12.2,1.3519,0.02823
NACA24014,12.3,1.3543,0.02858
NACA24014,12.4,1.3575,0.02891
NACA24014,12.5,1.3619,0.02925
NACA24014,12.6,1.3621,0.02977
NACA24014,12.7,1.3638,0.03023
NACA24014,12.8,1.3661,0.03067
NACA24014,12.9,1.3693,0.03111
NACA24014,13.0,1.3692,0.03177
NACA24014,13.1,1.3703,0.03236
NACA24014,13.2,1.3718,0.03294
NACA24014,13.3,1.3737,0.03354
NACA24014,13.4,1.3733,0.03435
NACA24014,13.5,1.3736,0.03511
NACA24014,13.6,1.3742,0.03586
NACA24014,13.7,1.3747,0.03666
NACA24014,13.8,1.3736,0.03765
NACA24014,13.9,1.373,0.03861
NACA24014,14.0,1.3726,0.03955
NACA24014,14.1,1.3719,0.04056
NACA24014,14.2,1.37,0.04177
NACA24014,14.3,1.3684,0.04294
NACA24014,14.4,1.367,0.04409
NACA24014,14.5,1.3655,0.04528
NACA24014,14.6,1.3623,0.04675
NACA24014,14.7,1.3597,0.04816
NACA24014,14.8,1.3572,0.04953
NACA24014,14.9,1.3554,0.0508
NACA24014,15.0,1.3512,0.05248
NACA24016,0.0,0.1345,0.01248
NACA24016,0.1,0.1456,0.01258
NACA24016,0.2,0.159,0.01272
NACA24016,0.3,0.1685,0.0128
NACA24016,0.4,0.1834,0.01293
NACA24016,0.5,0.197,0.01306
NACA24016,0.6,0.2074,0.01313
NACA24016,0.7,0.2231,0.01329
NACA24016,0.8,0.238,0.0134
NACA24016,0.9,0.2484,0.0135
NACA24016,1.0,0.2656,0.01362
NACA24016,1.1,0.2818,0.01377
NACA24016,1.2,0.2951,0.01386
NACA24016,1.3,0.31,0.01399
NACA24016,1.4,0.3281,0.01411
NACA24016,1.5,0.3455,0.01424
NACA24016,1.6,0.3572,0.01433
NACA24016,1.7,0.3765,0.01444
NACA24016,1.8,0.3948,0.01458
NACA24016,1.9,0.412,0.01466
NACA24016,2.0,0.4247,0.01476
NACA24016,2.1,0.4434,0.01488
NACA24016,2.2,0.4613,0.01497
NACA24016,2.3,0.4774,0.01507
NACA24016,2.4,0.492,0.01518
NACA24016,2.5,0.5103,0.01525
NACA24016,2.6,0.5274,0.01534
NACA24016,2.7,0.5415,0.01547
NACA24016,2.8,0.5598,0.01552
NACA24016,2.9,0.5773,0.0156
NACA24016,3.0,0.5933,0.0157
NACA24016,3.1,0.6099,0.01579
NACA24016,3.2,0.6276,0.01585
NACA24016,3.3,0.6442,0.01593
NACA24016,3.4,0.6608,0.01604
NACA24016,3.5,0.6785,0.0161
NACA24016,3.6,0.6954,0.01617
NACA24016,3.7,0.7127,0.01623
NACA24016,3.8,0.73,0.01632
NACA24016,3.9,0.7473,0.0164
NACA24016,4.0,0.765,0.01645
NACA24016,4.1,0.7753,0.01651
NACA24016,4.2,0.7838,0.01658
NACA24016,4.3,0.7925,0.01667
NACA24016,4.4,0.8009,0.01676
NACA24016,4.5,0.809,0.01681
NACA24016,4.6,0.8173,0.01688
NACA24016,4.7,0.8257,0.01696
NACA24016,4.8,0.8343,0.01705
NACA24016,4.9,0.8431,0.01716
NACA24016,5.0,0.8512,0.01726
NACA24016,5.1,0.8589,0.01734
NACA24016,5.2,0.8669,0.01743
NACA24016,5.3,0.8751,0.01752
NACA24016,5.4,0.8835,0.01763
NACA24016,5.5,0.8921,0.01775
NACA24016,5.6,0.9005,0.01789
NACA24016,5.7,0.9078,0.01799
NACA24016,5.8,0.9154,0.01809
NACA24016,5.9,0.9234,0.0182
NACA24016,6.0,0.9316,0.01831
NACA24016,6.1,0.9402,0.01843
NACA24016,6.2,0.9492,0.0186
NACA24016,6.3,0.9563,0.01872
NACA24016,6.4,0.9634,0.01884
NACA24016,6.5,0.971,0.01896
NACA24016,6.6,0.9789,0.01908
NACA24016,6.7,0.9872,0.01921
NACA24016,6.8,0.996,0.01935
NACA24016,6.9,1.005,0.01954
NACA24016,7.0,1.0111,0.01967
NACA24016,7.1,1.018,0.0198
NACA24016,7.2,1.0255,0.01993
NACA24016,7.3,1.0335,0.02006
NACA24016,7.4,1.0419,0.0202
NACA24016,7.5,1.0511,0.02036
NACA24016,7.6,1.0594,0.02055
NACA24016,7.7,1.0652,0.0207
NACA24016,7.8,1.0718,0.02085
NACA24016,7.9,1.0792,0.02099
NACA24016,8.0,1.0872,0.02113
NACA24016,8.1,1.0959,0.02127
NACA24016,8.2,1.1055,0.02144
NACA24016,8.3,1.113,0.02164
NACA24016,8.4,1.1184,0.02181
NACA24016,8.5,1.1249,0.02197
NACA24016,8.6,1.1322,0.02212
NACA24016,8.7,1.1403,0.02226
NACA24016,8.8,1.1493,0.02241
NACA24016,8.9,1.1595,0.0226
NACA24016,9.0,1.1654,0.0228
NACA24016,9.1,1.1705,0.02299
NACA24016,9.2,1.1767,0.02317
NACA24016,9.3,1.184,0.02332
NACA24016,9.4,1.1923,0.02346
NACA24016,9.5,1.2016,0.02361
NACA24016,9.6,1.2126,0.02383
NACA24016,9.7,1.2157,0.02404
NACA24016,9.8,1.2206,0.02424
NACA24016,9.9,1.2269,0.02442
NACA24016,10.0,1.2344,0.02458
NACA24016,10.1,1.2432,0.02472
NACA24016,10.2,1.2533,0.02488
NACA24016,10.3,1.2603,0.02513
NACA24016,10.4,1.2635,0.02537
NACA24016,10.5,1.2686,0.02558
NACA24016,10.6,1.2752,0.02576
NACA24016,10.7,1.2832,0.02591
NACA24016,10.8,1.2926,0.02605
NACA24016,10.9,1.3025,0.02627
NACA24016,11.0,1.3038,0.02656
NACA24016,11.1,1.3073,0.02681
NACA24016,11.2,1.3126,0.02702
NACA24016,11.3,1.3194,0.02718
NACA24016,11.4,1.3279,0.02733
NACA24016,11.5,1.3391,0.02751
NACA24016,11.6,1.3388,0.02784
NACA24016,11.7,1.3399,0.02814
NACA24016,11.8,1.3425,0.02838
NACA24016,11.9,1.347,0.02857
NACA24016,12.0,1.3536,0.02873
NACA24016,12.1,1.3631,0.02889
NACA24016,12.2,1.3641,0.02924
NACA24016,12.3,1.3625,0.02964
NACA24016,12.4,1.3637,0.02998
NACA24016,12.5,1.367,0.03027
NACA24016,12.6,1.3725,0.03049
NACA24016,12.7,1.3804,0.03067
NACA24016,12.8,1.3839,0.03104
NACA24016,12.9,1.3812,0.03159
NACA24016,13.0,1.3813,0.03207
NACA24016,13.1,1.3836,0.03247
NACA24016,13.2,1.3881,0.03277
NACA24016,13.3,1.3949,0.03301
NACA24016,13.4,1.3983,0.03345
NACA24016,13.5,1.3948,0.03419
NACA24016,13.6,1.3938,0.03485
NACA24016,13.7,1.3952,0.03538
NACA24016,13.8,1.3988,0.0358
NACA24016,13.9,1.4049,0.0361
NACA24016,14.0,1.4068,0.0367
NACA24016,14.1,1.4024,0.03769
NACA24016,14.2,1.4006,0.03855
NACA24016,14.3,1.4011,0.03925
NACA24016,14.4,1.404,0.0398
NACA24016,14.5,1.4096,0.04017
NACA24016,14.6,1.4086,0.04108
NACA24016,14.7,1.4035,0.04233
NACA24016,14.8,1.4009,0.04342
NACA24016,14.9,1.4006,0.04433
NACA24016,15.0,1.4028,0.04501
NACA24018,0.1,0.1383,0.01324
NACA24018,0.2,0.1492,0.01334
NACA24018,0.3,0.1591,0.01339
NACA24018,0.4,0.1713,0.01351
NACA24018,0.5,0.1816,0.01358
NACA24018,0.6,0.1928,0.01368
NACA24018,0.7,0.2052,0.0138
NACA24018,0.8,0.214,0.01386
NACA24018,0.9,0.2275,0.01401
NACA24018,1.0,0.2402,0.01412
NACA24018,1.1,0.2491,0.01419
NACA24018,1.2,0.2636,0.01435
NACA24018,1.3,0.2769,0.01447
NACA24018,1.4,0.286,0.01455
NACA24018,1.5,0.3014,0.01471
NACA24018,1.6,0.3159,0.01484
NACA24018,1.7,0.3261,0.01495
NACA24018,1.8,0.3412,0.01509
NACA24018,1.9,0.3572,0.01523
NACA24018,2.0,0.3717,0.01537
NACA24018,2.1,0.3828,0.01548
NACA24018,2.2,0.4002,0.01561
NACA24018,2.3,0.4171,0.01576
NACA24018,2.5,0.4446,0.016
NACA24018,2.6,0.4634,0.01614
NACA24018,2.7,0.4819,0.01628
NACA24018,2.8,0.499,0.01643
NACA24018,2.9,0.5104,0.01651
NACA24018,3.0,0.5296,0.01664
NACA24018,3.1,0.5479,0.01677
NACA24018,3.2,0.5651,0.01692
NACA24018,3.3,0.5765,0.017
NACA24018,3.4,0.5953,0.01711
NACA24018,3.5,0.6134,0.01723
NACA24018,3.6,0.6305,0.01738
NACA24018,3.7,0.6427,0.01747
NACA24018,3.8,0.6612,0.01756
NACA24018,3.9,0.6789,0.01766
NACA24018,4.0,0.6954,0.01779
NACA24018,4.1,0.7095,0.01792
NACA24018,4.2,0.7274,0.018
NACA24018,4.3,0.7446,0.01809
NACA24018,4.4,0.7603,0.01819
NACA24018,4.5,0.7767,0.01831
NACA24018,4.6,0.7942,0.01843
NACA24018,4.7,0.8105,0.01851
NACA24018,4.8,0.8264,0.01861
NACA24018,4.9,0.8439,0.01869
NACA24018,5.0,0.8609,0.0188
NACA24018,5.1,0.8774,0.01895
NACA24018,5.2,0.8945,0.01901
NACA24018,5.3,0.9114,0.0191
NACA24018,5.4,0.9285,0.01919
NACA24018,5.5,0.9451,0.01928
NACA24018,5.6,0.9535,0.01939
NACA24018,5.7,0.9612,0.01951
NACA24018,5.8,0.9676,0.01959
NACA24018,5.9,0.9746,0.01968
NACA24018,6.0,0.9818,0.01977
NACA24018,6.1,0.9893,0.01986
NACA24018,6.2,0.9971,0.01996
NACA24018,6.3,1.0053,0.02007
NACA24018,6.4,1.0142,0.02024
NACA24018,6.5,1.0194,0.02034
NACA24018,6.6,1.0254,0.02045
NACA24018,6.7,1.0319,0.02057
NACA24018,6.8,1.0388,0.02068
NACA24018,6.9,1.0461,0.0208
NACA24018,7.0,1.0539,0.02092
NACA24018,7.1,1.0624,0.02106
NACA24018,7.2,1.0702,0.02124
NACA24018,7.3,1.0747,0.02137
NACA24018,7.4,1.0801,0.02151
NACA24018,7.5,1.0861,0.02164
NACA24018,7.6,1.0927,0.02177
NACA24018,7.7,1.0999,0.0219
NACA24018,7.8,1.1077,0.02203
NACA24018,7.9,1.1165,0.02219
NACA24018,8.0,1.1242,0.02238
NACA24018,8.1,1.1276,0.02254
NACA24018,8.2,1.1321,0.0227
NACA24018,8.3,1.1375,0.02285
NACA24018,8.4,1.1437,0.02299
NACA24018,8.5,1.1507,0.02313
NACA24018,8.6,1.1585,0.02327
NACA24018,8.7,1.1676,0.02343
NACA24018,8.8,1.1764,0.02364
NACA24018,8.9,1.1785,0.02382
NACA24018,9.0,1.1819,0.02401
NACA24018,9.1,1.1866,0.02418
NACA24018,9.2,1.1922,0.02434
NACA24018,9.3,1.1989,0.02448
NACA24018,9.4,1.2068,0.02462
NACA24018,9.5,1.2161,0.02478
NACA24018,9.6,1.2273,0.025
NACA24018,9.7,1.2277,0.02521
NACA24018,9.8,1.2299,0.02543
NACA24018,9.9,1.2336,0.02562
NACA24018,10.0,1.2385,0.0258
NACA24018,10.1,1.2448,0.02596
NACA24018,10.2,1.2525,0.02611
NACA24018,10.3,1.2619,0.02626
NACA24018,10.4,1.2741,0.02646
NACA24018,10.5,1.2747,0.02672
NACA24018,10.6,1.2753,0.02697
NACA24018,10.7,1.2777,0.02721
NACA24018,10.8,1.2817,0.02742
NACA24018,10.9,1.2874,0.0276
NACA24018,11.0,1.2949,0.02775
NACA24018,11.1,1.3045,0.0279
NACA24018,11.2,1.3173,0.02808
NACA24018,11.3,1.3183,0.02839
NACA24018,11.4,1.317,0.0287
NACA24018,11.5,1.3171,0.02899
NACA24018,11.6,1.3187,0.02923
NACA24018,11.7,1.3224,0.02945
NACA24018,11.8,1.3286,0.02963
NACA24018,11.9,1.3375,0.02978
NACA24018,12.0,1.351,0.02992
NACA24018,12.1,1.353,0.03025
NACA24018,12.2,1.3485,0.03067
NACA24018,12.3,1.3467,0.03108
NACA24018,12.4,1.3475,0.03144
NACA24018,12.5,1.3505,0.03175
NACA24018,12.6,1.356,0.03199
NACA24018,12.7,1.3644,0.03215
NACA24018,12.8,1.377,0.03225
NACA24018,12.9,1.3811,0.03263
NACA24018,13.0,1.3753,0.03326
NACA24018,13.1,1.3722,0.03385
NACA24018,13.2,1.3715,0.03437
NACA24018,13.3,1.3736,0.0348
NACA24018,13.4,1.3785,0.0351
NACA24018,13.5,1.3866,0.03528
NACA24018,13.6,1.3994,0.03532
NACA24018,13.7,1.4014,0.03584
NACA24018,13.8,1.3939,0.03675
NACA24018,13.9,1.3891,0.0376
NACA24018,14.0,1.3869,0.03834
NACA24018,14.1,1.388,0.03891
NACA24018,14.2,1.3925,0.0393
NACA24018,14.3,1.4008,0.03947
NACA24018,14.4,1.4147,0.0394
NACA24018,14.5,1.4114,0.0403
NACA24018,14.6,1.402,0.04159
NACA24018,14.7,1.3952,0.04278
NACA24018,14.8,1.3916,0.0438
NACA24018,14.9,1.392,0.04455
NACA24018,15.0,1.3965,0.045
NACA24020,0.0,0.1231,0.01398
NACA24020,0.1,0.1332,0.01405
NACA24020,0.2,0.1436,0.01409
NACA24020,0.3,0.1549,0.01417
NACA24020,0.4,0.1645,0.01424
NACA24020,0.5,0.1757,0.0143
NACA24020,0.6,0.1869,0.01439
NACA24020,0.7,0.1958,0.01444
NACA24020,0.8,0.208,0.01454
NACA24020,0.9,0.2191,0.01464
NACA24020,1.0,0.2284,0.0147
NACA24020,1.1,0.2407,0.01481
NACA24020,1.2,0.2517,0.01492
NACA24020,1.3,0.2615,0.01501
NACA24020,1.4,0.2739,0.01512
NACA24020,1.5,0.2849,0.01522
NACA24020,1.6,0.2951,0.01532
NACA24020,1.7,0.3079,0.01545
NACA24020,1.8,0.3191,0.01556
NACA24020,1.9,0.3293,0.01565
NACA24020,2.0,0.3434,0.01583
NACA24020,2.1,0.3551,0.01594
NACA24020,2.2,0.3647,0.01602
NACA24020,2.3,0.3794,0.01618
NACA24020,2.4,0.3933,0.01636
NACA24020,2.5,0.4015,0.01642
NACA24020,2.6,0.417,0.01658
NACA24020,2.7,0.4322,0.01674
NACA24020,2.8,0.4456,0.0169
NACA24020,2.9,0.4566,0.01701
NACA24020,3.0,0.4729,0.01717
NACA24020,3.1,0.4887,0.01732
NACA24020,3.2,0.5015,0.01746
NACA24020,3.3,0.5153,0.01762
NACA24020,3.4,0.5324,0.01777
NACA24020,3.5,0.5493,0.01792
NACA24020,3.6,0.5645,0.01806
NACA24020,3.7,0.5767,0.01819
NACA24020,3.8,0.5961,0.01838
NACA24020,3.9,0.6143,0.01852
NACA24020,4.0,0.6317,0.01866
NACA24020,4.1,0.6463,0.01878
NACA24020,4.2,0.6607,0.01892
NACA24020,4.3,0.6796,0.0191
NACA24020,4.4,0.6968,0.01923
NACA24020,4.5,0.7126,0.01936
NACA24020,4.6,0.7247,0.01947
NACA24020,4.7,0.7434,0.01961
NACA24020,4.8,0.7617,0.01978
NACA24020,4.9,0.7775,0.01991
NACA24020,5.0,0.7892,0.02003
NACA24020,5.1,0.8073,0.02015
NACA24020,5.2,0.8249,0.02027
NACA24020,5.3,0.8415,0.0204
NACA24020,5.4,0.8553,0.02057
NACA24020,5.5,0.8726,0.0207
NACA24020,5.6,0.8891,0.02082
NACA24020,5.7,0.9046,0.02094
NACA24020,5.8,0.9199,0.02105
NACA24020,5.9,0.9377,0.02117
NACA24020,6.0,0.9552,0.02133
NACA24020,6.1,0.9698,0.02148
NACA24020,6.2,0.9859,0.02161
NACA24020,6.3,1.0023,0.02172
NACA24020,6.4,1.0184,0.02184
NACA24020,6.5,1.0356,0.02195
NACA24020,6.6,1.0531,0.02208
NACA24020,6.7,1.0697,0.02226
NACA24020,6.8,1.0854,0.02239
NACA24020,6.9,1.0965,0.02251
NACA24020,7.0,1.1022,0.02262
NACA24020,7.1,1.1084,0.02272
NACA24020,7.2,1.115,0.02282
NACA24020,7.3,1.1223,0.02292
NACA24020,7.4,1.1305,0.02305
NACA24020,7.5,1.1381,0.02321
NACA24020,7.6,1.1408,0.02336
NACA24020,7.7,1.1444,0.0235
NACA24020,7.8,1.1486,0.02364
NACA24020,7.9,1.1534,0.02377
NACA24020,8.0,1.1588,0.02389
NACA24020,8.1,1.1649,0.02401
NACA24020,8.2,1.1719,0.02413
NACA24020,8.3,1.18,0.02426
NACA24020,8.4,1.1899,0.02446
NACA24020,8.5,1.1902,0.02463
NACA24020,8.6,1.1917,0.0248
NACA24020,8.7,1.1943,0.02497
NACA24020,8.8,1.1976,0.02513
NACA24020,8.9,1.2017,0.02528
NACA24020,9.0,1.2069,0.02542
NACA24020,9.1,1.2131,0.02554
NACA24020,9.2,1.2207,0.02567
NACA24020,9.3,1.2305,0.02583
NACA24020,9.4,1.2364,0.02605
NACA24020,9.5,1.2349,0.02625
NACA24020,9.6,1.2348,0.02646
NACA24020,9.7,1.2361,0.02665
NACA24020,9.8,1.2384,0.02683
NACA24020,9.9,1.2418,0.02699
NACA24020,10.0,1.2466,0.02714
NACA24020,10.1,1.2532,0.02727
NACA24020,10.2,1.2618,0.02741
NACA24020,10.3,1.2737,0.02758
NACA24020,10.4,1.2772,0.02783
NACA24020,10.5,1.2735,0.02807
NACA24020,10.6,1.2716,0.02832
NACA24020,10.7,1.2714,0.02855
NACA24020,10.8,1.2724,0.02877
NACA24020,10.9,1.2741,0.02896
NACA24020,11.0,1.2773,0.02912
NACA24020,11.1,1.2833,0.02927
NACA24020,11.2,1.2928,0.0294
NACA24020,11.3,1.3081,0.02957
NACA24020,11.4,1.3118,0.02984
NACA24020,11.5,1.3039,0.03014
NACA24020,11.6,1.2989,0.03047
NACA24020,11.7,1.2966,0.03081
NACA24020,11.8,1.2967,0.03112
NACA24020,11.9,1.2989,0.03141
NACA24020,12.0,1.303,0.03166
NACA24020,12.1,1.3101,0.03185
NACA24020,12.2,1.3205,0.03198
NACA24020,12.3,1.3357,0.03208
NACA24020,12.4,1.3414,0.03242
NACA24020,12.5,1.3336,0.03299
NACA24020,12.6,1.3285,0.03355
NACA24020,12.7,1.3261,0.03408
NACA24020,12.8,1.326,0.03455
NACA24020,12.9,1.328,0.03495
NACA24020,13.0,1.3325,0.03527
NACA24020,13.1,1.3406,0.03547
NACA24020,13.2,1.3526,0.03554
NACA24020,13.3,1.3706,0.03551
NACA24020,13.4,1.3665,0.03619
NACA24020,13.5,1.3568,0.03711
NACA24020,13.6,1.3499,0.03798
NACA24020,13.7,1.3458,0.03877
NACA24020,13.8,1.3446,0.03945
NACA24020,13.9,1.3461,0.03999
NACA24020,14.0,1.3509,0.04036
NACA24020,14.1,1.3606,0.04049
NACA24020,14.2,1.3757,0.04037
NACA24020,14.3,1.392,0.0403
NACA24020,14.4,1.3768,0.04174
NACA24020,14.5,1.3636,0.04319
NACA24020,14.6,1.3536,0.04456
NACA24020,14.7,1.3469,0.04576
NACA24020,14.8,1.3441,0.04674
NACA24020,14.9,1.3453,0.04743
NACA24020,15.0,1.3518,0.04775
NACA2406,0.0,0.1885,0.00867
NACA2406,0.1,0.205,0.00869
NACA2406,0.2,0.2215,0.0087
NACA2406,0.3,0.2396,0.0087
NACA2406,0.4,0.2589,0.0087
